system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,EVI,GCI,GLI,GNDVI,LAI,MSAVI,MSK_CLDPRB,MSK_SNWPRB,NDVI,OSAVI,QA10,QA20,QA60,RECI,SAVI,SCL,SIPI,TCI_B,TCI_G,TCI_R,VARI,VIGREEN,WVP,X,Y,data,date_edit,hora,indice,peso_kg,prec,.geo
20240108T134701_20240108T134659_T21KYT_00000000000000000001,{87=0.047058823529411764},{1407=0.047058823529411764},{3766=0.047058823529411764},{2637=0.047058823529411764},{1511=0.047058823529411764},{1966=0.047058823529411764},{1764=0.047058823529411764},{2714=0.047058823529411764},{4351=0.047058823529411764},{4742=0.047058823529411764},{4560=0.047058823529411764},{4950=0.047058823529411764},{4908=0.047058823529411764},{1.8334426229508196=0.047058823529411764},{1.3194303153611395=0.047058823529411764},{0.09116137088941308=0.047058823529411764},{0.3974869751762182=0.047058823529411764},{6.5153954098360645=0.047058823529411764},{0.6131318858360828=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0.44212523719165087=0.047058823529411764},{0.44211405151039823=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{1.5850340136054424=0.047058823529411764},{0.6631354257253538=0.047058823529411764},{4=0.047058823529411764},{1.090486409155937=0.047058823529411764},{54=0.047058823529411764},{99=0.047058823529411764},{79=0.047058823529411764},{0.09103199639477241=0.047058823529411764},{0.05415549597855228=0.047058823529411764},{3809=0.047058823529411764},-54 35 33.300,-20 22 56.418,20240313,2024-01-08 13:58,93056,13,0.275,1.6,"{""type"":""Polygon"",""coordinates"":[[[-54.59259375362449,-20.382349204135945],[-54.592574680647715,-20.38234885471162],[-54.59257501526131,-20.38233097785257],[-54.592594004584754,-20.382331229455644],[-54.59259375362449,-20.382349204135945]]]}"
20240108T134701_20240108T134659_T21KYT_00000000000000000002,{87=0.047058823529411764},{1409=0.047058823529411764},{3880=0.047058823529411764},{2718=0.047058823529411764},"{1488=0.011764705882352941, 1508=0.03529411764705882}","{2008=0.03529411764705882, 1962=0.011764705882352941}","{1722=0.011764705882352941, 1742=0.03529411764705882}",{2764=0.047058823529411764},{4522=0.047058823529411764},{4953=0.047058823529411764},"{4820=0.011764705882352941, 4792=0.03529411764705882}",{5106=0.047058823529411764},{4969=0.047058823529411764},"{1.937738246505718=0.03529411764705882, 1.9396443776609067=0.011764705882352941}","{1.456676860346585=0.011764705882352941, 1.3864541832669324=0.03529411764705882}","{0.1054225158271401=0.03529411764705882, 0.10008410428931876=0.011764705882352941}","{0.4214096136832793=0.011764705882352941, 0.40941176470588236=0.03529411764705882}","{6.892736975857687=0.03529411764705882, 6.89963335837716=0.011764705882352941}","{0.6364533200658116=0.03529411764705882, 0.642714768413498=0.011764705882352941}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.4735554876184653=0.011764705882352941, 0.4667891031527395=0.03529411764705882}","{0.4735439059882363=0.011764705882352941, 0.4667776730291269=0.03529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{1.7990708478513358=0.011764705882352941, 1.750861079219288=0.03529411764705882}","{0.7001300788124569=0.03529411764705882, 0.7102789453572793=0.011764705882352941}",{4=0.047058823529411764},"{1.0755326016785023=0.011764705882352941, 1.0767213114754097=0.03529411764705882}","{49=0.011764705882352941, 52=0.03529411764705882}","{99=0.011764705882352941, 102=0.03529411764705882}","{75=0.011764705882352941, 76=0.03529411764705882}","{0.11864406779661017=0.03529411764705882, 0.1092896174863388=0.011764705882352941}","{0.06514657980456026=0.011764705882352941, 0.07093333333333333=0.03529411764705882}",{3866=0.047058823529411764},-54 35 30.576,-20 22 55.668,20240313,2024-01-08 13:58,94152,14,0.3,1.7,"{""type"":""Polygon"",""coordinates"":[[[-54.59183644275131,-20.382136988992837],[-54.59181745360385,-20.382136737312102],[-54.59181770456171,-20.382118841168843],[-54.59183669370923,-20.382119092846533],[-54.59183644275131,-20.382136988992837]]]}"
20240108T134701_20240108T134659_T21KYT_00000000000000000000,{87=0.023529411764705882},{1444=0.023529411764705882},{3924=0.023529411764705882},{2714=0.023529411764705882},{1528=0.023529411764705882},{2040=0.023529411764705882},{1758=0.023529411764705882},{2798=0.023529411764705882},{4669=0.023529411764705882},{5063=0.023529411764705882},{4864=0.023529411764705882},{5292=0.023529411764705882},{5040=0.023529411764705882},{1.9643308879332153=0.023529411764705882},{1.384313725490196=0.023529411764705882},{0.10779256041270703=0.023529411764705882},{0.40903823870220163=0.023529411764705882},{6.988949152542372=0.023529411764705882},{0.6385453530856466=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.4690425853216551=0.023529411764705882},{0.4690312526426423=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{1.7667804323094427=0.023529411764705882},{0.703510758776897=0.023529411764705882},{4=0.023529411764705882},{1.074050225370251=0.023529411764705882},{54=0.023529411764705882},{106=0.023529411764705882},{79=0.023529411764705882},{0.12422907488986784=0.023529411764705882},{0.07424960505529225=0.023529411764705882},{3956=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2024-01-08 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20240108T134701_20240108T134659_T21KYT_00000000000000000003,{87=0.047058823529411764},{1410=0.047058823529411764},{3802=0.047058823529411764},{2682=0.047058823529411764},"{1494=0.023529411764705882, 1492=0.023529411764705882}","{1950=0.023529411764705882, 1987=0.023529411764705882}","{1775=0.023529411764705882, 1727=0.023529411764705882}",{2715=0.047058823529411764},{4417=0.047058823529411764},{4769=0.047058823529411764},"{4608=0.023529411764705882, 4588=0.023529411764705882}",{4997=0.047058823529411764},{5004=0.047058823529411764},"{1.9049193335096535=0.023529411764705882, 1.7433068914229053=0.023529411764705882}","{1.3090085556114746=0.023529411764705882, 1.3630769230769233=0.023529411764705882}","{0.09733535827695707=0.023529411764705882, 0.09565950273914876=0.023529411764705882}","{0.3955893536121673=0.023529411764705882, 0.40530649588289114=0.023529411764705882}","{6.773998148637926=0.023529411764705882, 6.189284333168071=0.023529411764705882}","{0.6251915877746796=0.023529411764705882, 0.613095334629179=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.4420870658494421=0.023529411764705882, 0.4547750591949487=0.023529411764705882}","{0.44207594968537645=0.023529411764705882, 0.4547635734535513=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{1.6682107701215982=0.023529411764705882, 1.5847887323943661=0.023529411764705882}","{0.6821087522689606=0.023529411764705882, 0.6630784945391687=0.023529411764705882}",{4=0.047058823529411764},"{1.0815688996876085=0.023529411764705882, 1.0998933522929257=0.023529411764705882}","{49=0.023529411764705882, 51=0.023529411764705882}","{101=0.023529411764705882, 97=0.023529411764705882}","{74=0.023529411764705882, 80=0.023529411764705882}","{0.10205949656750572=0.023529411764705882, 0.09347442680776014=0.023529411764705882}","{0.060647266793581726=0.023529411764705882, 0.05635300372142477=0.023529411764705882}",{3820=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2024-01-08 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
20240113T134659_20240113T134702_T21KYT_00000000000000000005,{152=0.023529411764705882},{12509=0.023529411764705882},{2852=0.023529411764705882},{3385=0.023529411764705882},{11280=0.023529411764705882},{10264=0.023529411764705882},{9560=0.023529411764705882},{10654=0.023529411764705882},{9989=0.023529411764705882},{9555=0.023529411764705882},{9496=0.023529411764705882},{9226=0.023529411764705882},{16753=0.023529411764705882},{0.009017640759736234=0.023529411764705882},{-0.07482462977396731=0.023529411764705882},{-0.007542061496809128=0.023529411764705882},{-0.038866396761133605=0.023529411764705882},{-0.0853741757312743=0.023529411764705882},{-0.006739322623616317=0.023529411764705882},{65=0.023529411764705882},{0=0.023529411764705882},{-0.0033585222502099076=0.023529411764705882},{-0.003358494051267412=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{-0.006694560669456062=0.023529411764705882},{-0.00503765119513027=0.023529411764705882},{8=0.023529411764705882},{27.875=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{0.08239700374531835=0.023529411764705882},{0.03551251008878128=0.023529411764705882},{4744=0.023529411764705882},-54 35 27.744,-20 22 53.274,20240313,2024-01-13 13:58,102003,17,0.39,1.3,"{""type"":""Polygon"",""coordinates"":[[[-54.591048104057776,-20.38147616165941],[-54.59102903144165,-20.38147589056077],[-54.591029366048915,-20.38145793558278],[-54.591048355013285,-20.38145818726412],[-54.591048104057776,-20.38147616165941]]]}"
20240113T134659_20240113T134702_T21KYT_00000000000000000004,{152=0.047058823529411764},{12296=0.047058823529411764},"{2985=0.023529411764705882, 2996=0.023529411764705882}","{3431=0.023529411764705882, 3413=0.023529411764705882}","{11160=0.023529411764705882, 11168=0.023529411764705882}","{10280=0.023529411764705882, 10256=0.023529411764705882}",{9680=0.047058823529411764},"{10785=0.023529411764705882, 10833=0.023529411764705882}","{9990=0.023529411764705882, 10017=0.023529411764705882}","{9514=0.023529411764705882, 9500=0.023529411764705882}","{9392=0.023529411764705882, 9424=0.023529411764705882}","{9228=0.023529411764705882, 9199=0.023529411764705882}",{16754=0.047058823529411764},"{0.044370493621741544=0.023529411764705882, 0.03937250076899416=0.023529411764705882}","{-0.08424336973478941=0.023529411764705882, -0.08326848249027241=0.023529411764705882}","{-0.006955177743431221=0.023529411764705882, -0.007931901721803056=0.023529411764705882}","{-0.04344295574502639=0.023529411764705882, -0.043973941368078175=0.023529411764705882}","{0.02444970778222086=0.023529411764705882, 0.04253244592346092=0.023529411764705882}","{-0.030662712792036473=0.023529411764705882, -0.027163205590113648=0.023529411764705882}",{65=0.047058823529411764},{0=0.047058823529411764},"{-0.015100671140939598=0.023529411764705882, -0.01340033500837521=0.023529411764705882}","{-0.015100544458519643=0.023529411764705882, -0.013400222778703697=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{-0.026446280991735516=0.023529411764705882, -0.02975206611570247=0.023529411764705882}","{-0.020099976445340104=0.023529411764705882, -0.02265041289815179=0.023529411764705882}",{8=0.047058823529411764},"{6.8125=0.023529411764705882, 6.138888888888889=0.023529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{0.06563354603463993=0.023529411764705882, 0.06824385805277525=0.023529411764705882}","{0.03006012024048096=0.023529411764705882, 0.028892455858747994=0.023529411764705882}",{4744=0.047058823529411764},-54 35 30.468,-20 22 52.110,20240313,2024-01-13 13:58,100542,16,0.28,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.591804236490596,-20.381150413670458],[-54.59178516369804,-20.381150142737336],[-54.5917854983084,-20.381132187651076],[-54.59180448744843,-20.381132517570755],[-54.591804236490596,-20.381150413670458]]]}"
20240113T134659_20240113T134702_T21KYT_00000000000000000006,{152=0.023529411764705882},{12415=0.023529411764705882},{2737=0.023529411764705882},{3346=0.023529411764705882},{11360=0.023529411764705882},{10328=0.023529411764705882},{9464=0.023529411764705882},{10570=0.023529411764705882},{9859=0.023529411764705882},{9482=0.023529411764705882},{9568=0.023529411764705882},{9281=0.023529411764705882},{16753=0.023529411764705882},{-0.013795298986576113=0.023529411764705882},{-0.07358636715724243=0.023529411764705882},{-0.004050144648023143=0.023529411764705882},{-0.038198632891033375=0.023529411764705882},{-0.16791139173343236=0.023529411764705882},{0.010869003403058741=0.023529411764705882},{65=0.023529411764705882},{0=0.023529411764705882},{0.00546448087431694=0.023529411764705882},{0.005464434935393565=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.01098901098901095=0.023529411764705882},{0.008196505976618942=0.023529411764705882},{8=0.023529411764705882},{-17.23076923076923=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{0.10246679316888045=0.023529411764705882},{0.043654001616814875=0.023529411764705882},{4744=0.023529411764705882},-54 35 26.736,-20 22 53.058,20240313,2024-01-13 13:58,102827,18,0.415,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.59076854010374,-20.381414023254774],[-54.590749551204375,-20.381413771540107],[-54.59074980215896,-20.381395797195385],[-54.59076887470994,-20.38139606832129],[-54.59076854010374,-20.381414023254774]]]}"
20240113T134659_20240113T134702_T21KYT_00000000000000000001,{152=0.047058823529411764},{12669=0.047058823529411764},{3017=0.047058823529411764},{3535=0.047058823529411764},{11384=0.047058823529411764},{10376=0.047058823529411764},{9840=0.047058823529411764},{10968=0.047058823529411764},{10187=0.047058823529411764},{9690=0.047058823529411764},{9600=0.047058823529411764},{9405=0.047058823529411764},{16753=0.047058823529411764},{0.03584443515144274=0.047058823529411764},{-0.0747879722436392=0.047058823529411764},{-0.011244520678482943=0.047058823529411764},{-0.03884661593912695=0.047058823529411764},{0.011685166377919831=0.047058823529411764},{-0.02499866543803364=0.047058823529411764},{65=0.047058823529411764},{0=0.047058823529411764},{-0.012345679012345678=0.047058823529411764},{-0.012345577402655123=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{-0.024390243902439046=0.047058823529411764},{-0.01851804223142409=0.047058823529411764},{8=0.047058823529411764},{7.433333333333334=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},{0.06068840579710145=0.047058823529411764},{0.026513652552433715=0.047058823529411764},{4744=0.047058823529411764},-54 35 33.300,-20 22 56.418,20240313,2024-01-13 13:58,93056,13,0.275,1.6,"{""type"":""Polygon"",""coordinates"":[[[-54.59259375362449,-20.382349204135945],[-54.592574680647715,-20.38234885471162],[-54.59257501526131,-20.38233097785257],[-54.592594004584754,-20.382331229455644],[-54.59259375362449,-20.382349204135945]]]}"
20240113T134659_20240113T134702_T21KYT_00000000000000000002,{152=0.047058823529411764},{12831=0.047058823529411764},{3028=0.047058823529411764},{3608=0.047058823529411764},{11232=0.047058823529411764},"{10376=0.011764705882352941, 10408=0.03529411764705882}","{9816=0.011764705882352941, 9784=0.03529411764705882}",{10967=0.047058823529411764},{10289=0.047058823529411764},{9876=0.047058823529411764},{9536=0.047058823529411764},{9635=0.047058823529411764},{16754=0.047058823529411764},"{0.04428417789586892=0.011764705882352941, 0.038752422026376646=0.03529411764705882}","{-0.08378170637970794=0.03529411764705882, -0.08095605242868154=0.011764705882352941}","{-0.007081339712918661=0.011764705882352941, -0.004781028877414419=0.03529411764705882}","{-0.04372242278379462=0.03529411764705882, -0.04218561671353958=0.011764705882352941}","{0.02220626289143071=0.03529411764705882, 0.04222015562725376=0.011764705882352941}","{-0.026005312416600646=0.03529411764705882, -0.02936083143322321=0.011764705882352941}",{65=0.047058823529411764},{0=0.047058823529411764},"{-0.014468788755684168=0.011764705882352941, -0.012836438923395446=0.03529411764705882}","{-0.01283633261836341=0.03529411764705882, -0.014468669130474324=0.011764705882352941}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{-0.025347506132461173=0.03529411764705882, -0.028524857375713086=0.011764705882352941}","{-0.021702622400206692=0.011764705882352941, -0.01925416008902461=0.03529411764705882}",{8=0.047058823529411764},"{6.838709677419355=0.03529411764705882, 6.057142857142857=0.011764705882352941}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{0.06964285714285715=0.03529411764705882, 0.0625=0.011764705882352941}","{0.030903328050713153=0.03529411764705882, 0.0277337559429477=0.011764705882352941}",{4744=0.047058823529411764},-54 35 30.576,-20 22 55.668,20240313,2024-01-13 13:58,94152,14,0.3,1.7,"{""type"":""Polygon"",""coordinates"":[[[-54.59183644275131,-20.382136988992837],[-54.59181745360385,-20.382136737312102],[-54.59181770456171,-20.382118841168843],[-54.59183669370923,-20.382119092846533],[-54.59183644275131,-20.382136988992837]]]}"
20240113T134659_20240113T134702_T21KYT_00000000000000000000,{152=0.023529411764705882},{12317=0.023529411764705882},{2974=0.023529411764705882},{3488=0.023529411764705882},{11120=0.023529411764705882},{10224=0.023529411764705882},{9704=0.023529411764705882},{10760=0.023529411764705882},{9951=0.023529411764705882},{9533=0.023529411764705882},{9400=0.023529411764705882},{9272=0.023529411764705882},{16753=0.023529411764705882},{0.04817749603803487=0.023529411764705882},{-0.08059467918622853=0.023529411764705882},{-0.009110292692382244=0.023529411764705882},{-0.041989400733795354=0.023529411764705882},{0.05630618066561016=0.023529411764705882},{-0.03233864976391487=0.023529411764705882},{65=0.023529411764705882},{0=0.023529411764705882},{-0.015912897822445562=0.023529411764705882},{-0.015912764549710638=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{-0.03132728771640558=0.023529411764705882},{-0.02386872202884137=0.023529411764705882},{8=0.023529411764705882},{5.657894736842105=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{0.05903723887375113=0.023529411764705882},{0.02609393817743878=0.023529411764705882},{4744=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2024-01-13 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20240113T134659_20240113T134702_T21KYT_00000000000000000003,{152=0.047058823529411764},{12557=0.047058823529411764},{2973=0.047058823529411764},{3518=0.047058823529411764},"{11264=0.023529411764705882, 11304=0.023529411764705882}","{10392=0.023529411764705882, 10360=0.023529411764705882}",{9816=0.047058823529411764},{10861=0.047058823529411764},{10097=0.047058823529411764},{9679=0.047058823529411764},"{9504=0.023529411764705882, 9512=0.023529411764705882}",{9448=0.047058823529411764},{16754=0.047058823529411764},"{0.047290149959554474=0.023529411764705882, 0.04762195494230417=0.023529411764705882}","{-0.08545034642032334=0.023529411764705882, -0.08185328185328189=0.023529411764705882}","{-0.00861244019138756=0.023529411764705882, -0.008018327605956471=0.023529411764705882}","{-0.0426731078904992=0.023529411764705882, -0.04463208685162847=0.023529411764705882}","{0.053095762553668074=0.023529411764705882, 0.05429623298125649=0.023529411764705882}","{-0.03282649915490765=0.023529411764705882, -0.03195789638266433=0.023529411764705882}",{65=0.047058823529411764},{0=0.047058823529411764},"{-0.016149068322981366=0.023529411764705882, -0.015728476821192054=0.023529411764705882}","{-0.01572834661964719=0.023529411764705882, -0.016148934584392677=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{-0.0317848410757946=0.023529411764705882, -0.030969845150774278=0.023529411764705882}","{-0.024222975595869674=0.023529411764705882, -0.02359210492278242=0.023529411764705882}",{8=0.047058823529411764},"{5.7631578947368425=0.023529411764705882, 5.769230769230769=0.023529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{0.0646900269541779=0.023529411764705882, 0.06104129263913824=0.023529411764705882}","{0.02696272799365583=0.023529411764705882, 0.028503562945368172=0.023529411764705882}",{4744=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2024-01-13 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
20240118T134651_20240118T134654_T21KYT_00000000000000000005,{71=0.023529411764705882},{2737=0.023529411764705882},{4049=0.023529411764705882},{3061=0.023529411764705882},{1521=0.023529411764705882},{1944=0.023529411764705882},{1786=0.023529411764705882},{2743=0.023529411764705882},{4338=0.023529411764705882},{4677=0.023529411764705882},{4428=0.023529411764705882},{4957=0.023529411764705882},{6612=0.023529411764705882},{1.7672240802675585=0.023529411764705882},{1.2777777777777777=0.023529411764705882},{0.0807505211952745=0.023529411764705882},{0.3898305084745763=0.023529411764705882},{6.275816722408027=0.023529411764705882},{0.5966304581579607=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.42516897328612807=0.023529411764705882},{0.4251580261853573=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{1.4792833146696527=0.023529411764705882},{0.6377021482017862=0.023529411764705882},{8=0.023529411764705882},{1.1003028009084028=0.023529411764705882},{54=0.023529411764705882},{96=0.023529411764705882},{80=0.023529411764705882},{0.07152557718424626=0.023529411764705882},{0.042359249329758715=0.023529411764705882},{4060=0.023529411764705882},-54 35 27.744,-20 22 53.274,20240313,2024-01-18 13:57,102003,17,0.39,1.3,"{""type"":""Polygon"",""coordinates"":[[[-54.591048104057776,-20.38147616165941],[-54.59102903144165,-20.38147589056077],[-54.591029366048915,-20.38145793558278],[-54.591048355013285,-20.38145818726412],[-54.591048104057776,-20.38147616165941]]]}"
20240118T134651_20240118T134654_T21KYT_00000000000000000004,{71=0.047058823529411764},{4158=0.047058823529411764},"{5548=0.023529411764705882, 5757=0.023529411764705882}","{5198=0.023529411764705882, 4871=0.023529411764705882}","{3942=0.023529411764705882, 4328=0.023529411764705882}","{4524=0.023529411764705882, 4200=0.023529411764705882}","{4120=0.023529411764705882, 4452=0.023529411764705882}","{5152=0.023529411764705882, 4717=0.023529411764705882}","{5605=0.023529411764705882, 5822=0.023529411764705882}","{5845=0.023529411764705882, 6036=0.023529411764705882}","{5608=0.023529411764705882, 5764=0.023529411764705882}","{6051=0.023529411764705882, 6135=0.023529411764705882}",{8077=0.047058823529411764},"{4.869109947643979=0.023529411764705882, 192.94117647058823=0.023529411764705882}","{0.33523809523809533=0.023529411764705882, 0.2740937223695845=0.023529411764705882}","{0.015032533094009424=0.023529411764705882, 0.02053213461304823=0.023529411764705882}","{0.12052877138413685=0.023529411764705882, 0.14355628058727568=0.023529411764705882}","{697.9431764705881=0.023529411764705882, 17.49843979057592=0.023529411764705882}","{0.2276044586515127=0.023529411764705882, 0.2653178562504763=0.023529411764705882}","{22=0.023529411764705882, 90=0.023529411764705882}",{0=0.047058823529411764},"{0.15296052631578946=0.023529411764705882, 0.1284259984338293=0.023529411764705882}","{0.15295801055903685=0.023529411764705882, 0.12842398709495545=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{0.36116504854368925=0.023529411764705882, 0.2946990116801438=0.023529411764705882}","{0.19262956981353693=0.023529411764705882, 0.22942899727604463=0.023529411764705882}","{8=0.023529411764705882, 9=0.023529411764705882}","{1.1196236559139785=0.023529411764705882, 1.0945121951219512=0.023529411764705882}","{251=0.023529411764705882, 255=0.023529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},"{0.01827318410232983=0.023529411764705882, 0.01549053356282272=0.023529411764705882}","{0.008021390374331552=0.023529411764705882, 0.009615384615384616=0.023529411764705882}",{4060=0.047058823529411764},-54 35 30.468,-20 22 52.110,20240313,2024-01-18 13:57,100542,16,0.28,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.591804236490596,-20.381150413670458],[-54.59178516369804,-20.381150142737336],[-54.5917854983084,-20.381132187651076],[-54.59180448744843,-20.381132517570755],[-54.591804236490596,-20.381150413670458]]]}"
20240118T134651_20240118T134654_T21KYT_00000000000000000006,{71=0.023529411764705882},{1788=0.023529411764705882},{4074=0.023529411764705882},{2873=0.023529411764705882},{1756=0.023529411764705882},{2116=0.023529411764705882},{1872=0.023529411764705882},{2921=0.023529411764705882},{4497=0.023529411764705882},{4797=0.023529411764705882},{4664=0.023529411764705882},{5014=0.023529411764705882},{5077=0.023529411764705882},{2.5595892922625594=0.023529411764705882},{1.2041587901701325=0.023529411764705882},{0.07684478371501273=0.023529411764705882},{0.375811209439528=0.023529411764705882},{9.142594059405939=0.023529411764705882},{0.5986020285545237=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.42717258261933905=0.023529411764705882},{0.42716212577415485=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{1.4914529914529915=0.023529411764705882},{0.6407098600168286=0.023529411764705882},{4=0.023529411764705882},{1.0415472779369628=0.023529411764705882},{79=0.023529411764705882},{115=0.023529411764705882},{90=0.023529411764705882},{0.10931899641577061=0.023529411764705882},{0.06118355065195587=0.023529411764705882},{3761=0.023529411764705882},-54 35 26.736,-20 22 53.058,20240313,2024-01-18 13:57,102827,18,0.415,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.59076854010374,-20.381414023254774],[-54.590749551204375,-20.381413771540107],[-54.59074980215896,-20.381395797195385],[-54.59076887470994,-20.38139606832129],[-54.59076854010374,-20.381414023254774]]]}"
